url,checksum
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/2002_Frye1-150x150.jpg,e53e9c3a7fa27d27a4c98ccc4dedf0fb
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/2002_Frye1-300x134.jpg,e4d3118fed1446cddbe1e119a317203d
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/2002_Frye1-400x236.jpg,8d75d42db547c85b914ee665e405b1a5
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/2002_Frye1.jpg,ec4b2ab00d6ddde1447ffb7898a46b91
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/2014-05-31-22.06.24-150x150.jpg,f8caa65dbdae2b1228f303256723c29d
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/2014-05-31-22.06.24-1920x1080.jpg,96ac4e4f6819e24227d12bdc0369f229
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/2014-05-31-22.06.24-225x300.jpg,160a8a87300f2be789012a718d5ced29
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/2014-05-31-22.06.24-400x300.jpg,83b078d07da3eb6c8f219f889b877b3c
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/2014-05-31-22.06.24-640x360.jpg,3f3b3435347f8c27b44bdd5f70caa00f
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/2014-05-31-22.06.24-768x1024.jpg,515cd8eed3062f89b9b7d1a3f8db1030
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/2014-05-31-22.06.24.jpg,6177f77cbefce385ba6542a11ca25547
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6703-2-1024x683.jpg,e5f3fe91b5b3b264e2a7c82a112b380c
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6703-2-150x150.jpg,517751a154fc7a9ebf4a8415124cb06f
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6703-2-1920x1080.jpg,d3ea59a310321216cc67ad010dfe33b6
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6703-2-300x200.jpg,e9bddb061f315426566a49e7a8479f14
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6703-2-400x300.jpg,b6b1f33ba5628bf56154f22e33dc33be
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6703-2-640x360.jpg,5e51fa3619704b801be0b236e0571132
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6703-2-768x512.jpg,ae3ce86f8f719e4d3d275e446dc25d70
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6703-2.jpg,4869b519b7b209d4667aa8b9ed3b9252
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6855-2-1024x683.jpg,a34fe5dbee9c8f556ba7ad4a46955c30
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6855-2-150x150.jpg,1feeae611bcd429bf9b34c50454258d9
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6855-2-1920x1080.jpg,85b4518005cd372841e89285eef6c553
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6855-2-300x200.jpg,ca3430031d85a31758ef9ebded55b4be
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6855-2-400x300.jpg,2c3ca2cc3ef5c03082c93c4240a6f36e
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6855-2-640x360.jpg,61565c0015ca7e8809bc5ad16ca8dded
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6855-2-768x512.jpg,2fba8a70691566a0681baf3bc51ff32f
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6855-2.jpg,fedc5c71d4113ebea449ff666a5fe549
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6859-2-1024x683.jpg,da141a0f0c5203bd311b45070c6800ef
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6859-2-150x150.jpg,5a213c432e30e529d994c0727ebadcd7
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6859-2-1920x1080.jpg,665163e049ca94ee082b80fe7d13a124
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6859-2-300x200.jpg,aed06b4ae408c2039a7f99c87158b262
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6859-2-400x300.jpg,c14b6463bfe11a7d55844def0d36238e
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6859-2-640x360.jpg,fb8162ed551254ca8f3ea67c993d7768
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6859-2-768x512.jpg,300ecff947844ef7cd8599bcf47c05a5
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6859-2.jpg,9861e61acc134a5165e12a963d795e03
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6880-2-1024x683.jpg,117a51b42dbb1ae8fdd7541aa0d0ea3e
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6880-2-150x150.jpg,19374658cadb0ca69940fee4444d8a12
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6880-2-1920x1080.jpg,583aa1b3e779ae40a15b630070e1442f
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6880-2-300x200.jpg,59323fd6241671376ceea8622ecad3a3
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6880-2-400x300.jpg,4c84aca890021e131f9511ec71ac1fc3
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6880-2-640x360.jpg,a9f2b37ae0f7f917b68b1b7481efe232
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6880-2-768x512.jpg,6c12fe589bdff638ac7efce3089339db
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6880-2.jpg,9cc917f90767d8fee0c84c7ed9747ea4
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6978-2-1024x683.jpg,31d2f7e91f8f08da26782254094afc96
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6978-2-150x150.jpg,ad6fd26ec3c8c2327f274616d71dfd10
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6978-2-1920x1080.jpg,96bbbeb99c248e7de86bb46e56619630
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6978-2-400x300.jpg,af3fe015eeb372e13a39219f1e24a76c
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Auel_130605_6978-2-300x200.jpg,1b16c995abf89c4e22ed61756aded238
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Joanne2-267x300.pngAuel_130605_6978-2-768x512.jpg,4af3408fca3ccfdb889e3f0e3301a553
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Joanne2-267x300.pngAuel_130605_6978-2.jpg,95616aded22c4504340b299c1f4d194c
https://wordpress.clir.org/wp-content/uploads/sites/10/2017/12/Joanne2-267x300.pngBilly-Frye-150x150.jpg,e4b53c7b2d8276e70560dc21fc72c692
